day	hour	value
1	14	2662
1	15	27448
1	16	75297
1	17	3732
1	18	3620
1	19	25930
1	20	3935
1	21	75016
1	22	3976
1	23	51595
1	24	223458
2	1	19687
2	2	3829
2	3	4048
2	4	4142
2	5	3800
2	6	3800
2	7	3800
2	8	3792
2	9	3796
2	10	3804
2	11	3800
2	12	97972
2	13	4090
2	14	55171
2	15	3986
2	16	7266
2	17	4124
2	18	4063
2	19	4125
2	20	4166
2	21	4148
2	22	89133
2	23	3109
2	24	
3	1	17160
3	2	78582
3	3	3800
3	4	3796
3	5	3800
3	6	3732
3	7	3752
3	8	3804
3	9	3800
3	10	3800
3	11	27588
3	12	73364
3	13	59546
3	14	3580
3	15	3612
3	16	3620
3	17	3628
3	18	3624
3	19	3624
3	20	3612
3	21	3604
3	22	231680
3	23	3989
3	24	71996
4	1	3813
4	2	3799
4	3	3800
4	4	3800
4	5	3800
4	6	3800
4	7	3804
4	8	3796
4	9	3804
4	10	3800
4	11	3698
4	12	70772
4	13	56718
4	14	3612
4	15	3580
4	16	3628
4	17	3624
4	18	19846
4	19	3628
4	20	76167
4	21	22322
4	22	2684
4	23	
4	24	1176
5	1	71519
5	2	3808
5	3	3804
5	4	3800
5	5	3800
5	6	3800
5	7	3800
5	8	3800
5	9	3800
5	10	3800
5	11	3768
5	12	3730
5	13	27792
5	14	4274
5	15	27622
5	16	3624
5	17	3620
5	18	3576
5	19	3616
5	20	3592
5	21	3624
5	22	3624
5	23	3628
5	24	3596
6	1	4085
6	2	4259
6	3	3696
6	4	3804
6	5	3796
6	6	3800
6	7	3800
6	8	3800
6	9	3798
6	10	3800
6	11	3736
6	12	3624
6	13	96687
6	14	3864
6	15	27531
6	16	36334
6	17	61070
6	18	3795
6	19	4217
6	20	3676
6	21	3654
6	22	3768
6	23	3652
6	24	3636
7	1	3600
7	2	3664
7	3	3572
7	4	89872
7	5	3800
7	6	3796
7	7	3800
7	8	3532
7	9	3800
7	10	3796
7	11	3800
7	12	3796
7	13	27258
7	14	83445
7	15	3564
7	16	4128
7	17	598178
7	18	900333
7	19	377885
7	20	4063
7	21	3933
7	22	73868
7	23	3886
7	24	20924
8	1	16439
8	2	3803
8	3	3796
8	4	3806
8	5	3796
8	6	3800
8	7	3796
8	8	3800
8	9	3800
8	10	3800
8	11	3882
8	12	109418
8	13	80796
8	14	3568
8	15	3656
8	16	3640
8	17	13207
8	18	3660
8	19	3632
8	20	3656
8	21	3700
8	22	4540
8	23	4483
8	24	84043
9	1	98452
9	2	3671
9	3	3874
9	4	3820
9	5	3796
9	6	3800
9	7	3800
9	8	3800
9	9	3800
9	10	3796
9	11	3838
9	12	181152
9	13	46618
9	14	3640
9	15	73305
9	16	3780
9	17	3572
9	18	3672
9	19	3644
9	20	3564
9	21	3664
9	22	3608
9	23	3736
9	24	74752
10	1	3825
10	2	74708
10	3	3796
10	4	3800
10	5	3796
10	6	3800
10	7	3724
10	8	3540
10	9	3800
10	10	3800
10	11	3859
10	12	99203
10	13	37231
10	14	3568
10	15	3660
10	16	3616
10	17	3612
10	18	3660
10	19	3568
10	20	3664
10	21	3584
10	22	3648
10	23	3780
10	24	3800
11	1	3804
11	2	74835
11	3	3804
11	4	3800
11	5	3800
11	6	3800
11	7	3804
11	8	3800
11	9	3800
11	10	3804
11	11	50209
11	12	27119
11	13	35034
11	14	3736
11	15	3632
11	16	3664
11	17	3583
11	18	3644
11	19	3656
11	20	3560
11	21	3656
11	22	3652
11	23	3789
11	24	4277
12	1	73103
12	2	3880
12	3	3900
12	4	4151
12	5	3796
12	6	3800
12	7	3800
12	8	3804
12	9	3796
12	10	3800
12	11	104296
12	12	3978
12	13	100212
12	14	3752
12	15	3644
12	16	3636
12	17	3596
12	18	3612
12	19	3640
12	20	3632
12	21	3640
12	22	3584
12	23	3800
12	24	72811
13	1	3932
13	2	3901
13	3	4004
13	4	3589
13	5	3724
13	6	3800
13	7	3800
13	8	3800
13	9	3800
13	10	3796
13	11	3800
13	12	51190
13	13	60083
13	14	39337
13	15	3595
13	16	25688
13	17	142241
13	18	32409
13	19	3667
13	20	3708
13	21	25776
13	22	34642
13	23	3708
13	24	128746
14	1	3822
14	2	3859
14	3	3952
14	4	3675
14	5	3780
14	6	3796
14	7	3800
14	8	3800
14	9	3800
14	10	3800
14	11	92898
14	12	4453
14	13	4228
14	14	50938
14	15	27554
14	16	3728
14	17	27497
14	18	27602
14	19	3632
14	20	3640
14	21	3621
14	22	108717
14	23	8307
14	24	3965
15	1	3881
15	2	3970
15	3	76680
15	4	3800
15	5	3800
15	6	3800
15	7	3800
15	8	3800
15	9	3800
15	10	3800
15	11	3800
15	12	26044
15	13	3628
15	14	3632
15	15	3632
15	16	3564
15	17	3648
15	18	3628
15	19	3572
15	20	3640
15	21	3624
15	22	3472
15	23	3576
15	24	3640
16	1	70246
16	2	3814
16	3	3768
16	4	3780
16	5	3756
16	6	3768
16	7	3768
16	8	3768
16	9	3788
16	10	48896
16	11	4561
16	12	3936
16	13	3792
16	14	3780
16	15	3772
16	16	3772
16	17	3768
16	18	3764
16	19	3772
16	20	3772
16	21	3768
16	22	1916
16	23	
16	24	
17	1	
17	2	
17	3	
17	4	
17	5	
17	6	
17	7	
17	8	
17	9	
17	10	
17	11	
17	12	
17	13	
17	14	
17	15	
17	16	
17	17	
17	18	
17	19	
17	20	
17	21	
17	22	
17	23	
17	24	
18	1	
18	2	
18	3	
18	4	
18	5	
18	6	
18	7	
18	8	
18	9	
18	10	
18	11	
18	12	
18	13	
18	14	
18	15	
18	16	
18	17	
18	18	
18	19	
18	20	
18	21	
18	22	
18	23	
18	24	
19	1	
19	2	
19	3	
19	4	
19	5	
19	6	
19	7	
19	8	
19	9	
19	10	
19	11	
19	12	
19	13	
19	14	
19	15	484
19	16	3800
19	17	3796
19	18	3800
19	19	3796
19	20	3796
19	21	3796
19	22	3800
19	23	3796
19	24	3800
20	1	126884
20	2	38338
20	3	4079
20	4	3796
20	5	3800
20	6	3752
20	7	3612
20	8	3804
20	9	3800
20	10	3801
20	11	3800
20	12	3796
20	13	3732
20	14	3584
20	15	3700
20	16	14696
20	17	3588
20	18	3632
20	19	3632
20	20	3632
20	21	58222
20	22	3921
20	23	3910
20	24	3962
21	1	3834
21	2	3859
21	3	81925
21	4	3800
21	5	3800
21	6	3800
21	7	3800
21	8	3796
21	9	3800
21	10	3796
21	11	3780
21	12	3806
21	13	50603
21	14	36997
21	15	3939
21	16	66045
21	17	46861
21	18	81604
21	19	3632
21	20	3636
21	21	29089
21	22	3640
21	23	3577
21	24	3901
22	1	3753
22	2	3857
22	3	4148
22	4	4191
22	5	4018
22	6	3800
22	7	3796
22	8	3800
22	9	3800
22	10	3726
22	11	98104
22	12	60801
22	13	52372
22	14	3648
22	15	3632
22	16	3568
22	17	3636
22	18	3632
22	19	3632
22	20	3624
22	21	3612
22	22	3592
22	23	62875
22	24	245873
23	1	35385
23	2	3702
23	3	3820
23	4	3799
23	5	3800
23	6	3800
23	7	3796
23	8	3800
23	9	3800
23	10	3737
23	11	72666
23	12	75437
23	13	3568
23	14	3748
23	15	4500
23	16	3572
23	17	3656
23	18	3417
23	19	3620
23	20	3656
23	21	3568
23	22	3648
23	23	3644
23	24	3572
24	1	3783
24	2	3799
24	3	3800
24	4	3800
24	5	3800
24	6	3796
24	7	3800
24	8	3556
24	9	3800
24	10	3800
24	11	63920
24	12	3999
24	13	3837
24	14	3804
24	15	3804
24	16	3804
24	17	3796
24	18	3796
24	19	3800
24	20	3804
24	21	3804
24	22	3800
24	23	3800
24	24	3811
25	1	84851
25	2	3851
25	3	3800
25	4	3800
25	5	3800
25	6	3800
25	7	3800
25	8	3804
25	9	3796
25	10	3800
25	11	93387
25	12	36665
25	13	3620
25	14	3628
25	15	3632
25	16	3580
25	17	3608
25	18	3584
25	19	3624
25	20	3624
25	21	3628
25	22	2920
25	23	
25	24	
26	1	2732
26	2	3731
26	3	71999
26	4	3800
26	5	3800
26	6	3804
26	7	3800
26	8	3800
26	9	3800
26	10	3800
26	11	29072
26	12	107069
26	13	3644
26	14	3644
26	15	3604
26	16	3616
26	17	3644
26	18	3620
26	19	3600
26	20	3652
26	21	3624
26	22	3600
26	23	3871
26	24	4180
27	1	4035
27	2	4010
27	3	183835
27	4	3712
27	5	3800
27	6	3800
27	7	3796
27	8	3801
27	9	3800
27	10	3804
27	11	3800
27	12	48976
27	13	69178
27	14	3691
27	15	3670
27	16	3644
27	17	4474
27	18	4318
27	19	3628
27	20	3606
27	21	4135
27	22	4051
27	23	95413
27	24	100240
28	1	62825
28	2	4068
28	3	4414
28	4	98347
28	5	15696
28	6	3804
28	7	3796
28	8	3800
28	9	3800
28	10	3800
28	11	27742
28	12	10792
28	13	4098
28	14	66025
28	15	4007
28	16	4157
28	17	35744
28	18	27222
28	19	26387
28	20	4131
28	21	3970
28	22	3896
28	23	130301
28	24	118840
29	1	4040
29	2	4100
29	3	28960
29	4	4393
29	5	3734
29	6	3800
29	7	3800
29	8	3800
29	9	3804
29	10	3800
29	11	3800
29	12	93322
29	13	32735
29	14	29798
29	15	37052
29	16	65091
29	17	4790
29	18	4606
29	19	4624
29	20	4484
29	21	4435
29	22	4181
29	23	3946
29	24	253074
30	1	179576
30	2	4131
30	3	4577
30	4	3800
30	5	3800
30	6	3800
30	7	3800
30	8	3800
30	9	3800
30	10	3800
30	11	3796
30	12	180523
30	13	4596
30	14	4522
30	15	4512
30	16	28734
30	17	4494
30	18	4515
30	19	4708
30	20	4564
30	21	4492
30	22	4408
30	23	4301
30	24	41417
31	1	3811
31	2	102834
31	3	4466
31	4	4395
31	5	4633
31	6	4724
31	7	4706
31	8	3720
31	9	3776
31	10	3800
31	11	116953
31	12	4140
31	13	35203
31	14	3616
31	15	3612
31	16	3616
31	17	51938
31	18	3620
31	19	3616
31	20	3612
31	21	3604
31	22	3608
31	23	3712
31	24	3722
32	1	91338
32	2	4216
32	3	72468
32	4	3967
32	5	4048
32	6	4126
32	7	4194
32	8	4231
32	9	4205
32	10	4062
32	11	3985
32	12	26261
32	13	33459
32	14	64594
32	15	4149
32	16	4166
32	17	3615
32	18	3612
32	19	3780
32	20	3909
32	21	4350
32	22	4411
32	23	77845
32	24	27395
33	1	3897
33	2	3991
33	3	4273
33	4	4520
33	5	4619
33	6	3800
33	7	3804
33	8	3800
33	9	3792
33	10	3804
33	11	3800
33	12	50792
33	13	51989
33	14	4564
33	15	4426
33	16	4086
33	17	51421
33	18	4274
33	19	4441
33	20	4381
33	21	4360
33	22	4354
33	23	4346
33	24	4252
34	1	50075
34	2	71691
34	3	4149
34	4	4366
34	5	40499
34	6	4021
34	7	3800
34	8	3800
34	9	3796
34	10	3801
34	11	10524
34	12	94938
34	13	26191
34	14	28281
34	15	3883
34	16	128786
34	17	35161
34	18	10570
34	19	3720
34	20	18037
34	21	3628
34	22	3676
34	23	3800
34	24	3779
35	1	75076
35	2	4093
35	3	4237
35	4	4347
35	5	4172
35	6	3736
35	7	3800
35	8	3796
35	9	3800
35	10	3800
35	11	27008
35	12	4395
35	13	3819
35	14	3756
35	15	26535
35	16	60777
35	17	56647
35	18	3800
35	19	52557
35	20	3774
35	21	3623
35	22	3757
35	23	132082
35	24	70657
36	1	3708
36	2	3879
36	3	4169
36	4	4037
36	5	3953
36	6	3800
36	7	3800
36	8	3804
36	9	3800
36	10	3796
36	11	24538
36	12	80285
36	13	70073
36	14	1608
36	15	1946
36	16	4083
36	17	4123
36	18	27891
36	19	4145
36	20	4165
36	21	4156
36	22	4047
36	23	208067
36	24	69150
37	1	49525
37	2	71536
37	3	3940
37	4	3696
37	5	3796
37	6	3800
37	7	3796
37	8	3796
37	9	3800
37	10	3796
37	11	30505
37	12	75825
37	13	102139
37	14	3644
37	15	3636
37	16	3600
37	17	3600
37	18	3636
37	19	1928
37	20	68